name,sku,barcode,category,sales_price,product_cost,stock,warning_limit,unit,featured,unlimited,image
liquid 400 ml,ID2152,,,"8,500",0,0,0,,no,yes,
liquid 525 ml,ID2153,,,"9,000",0,0,0,,no,yes,
liquid 720 ml,ID2154,,,"12,500",0,0,0,,no,yes,
liquid 500 1 ds,ID2155,,,"47,000",0,0,0,,no,yes,
liquid 750 ml,ID2156,,,"8,000",0,0,0,,no,yes,
Listerin 250 ml,ID2157,,,"18,500",0,0,0,,no,yes,
listerin 100 ml,ID2158,,,"8,500",0,0,0,,no,yes,
Loco Ekonomis 17,ID2159,,,"4,600",0,0,0,,no,yes,
Lodji 99,ID2160,,,"7,500",0,0,0,,no,yes,
Lodji bold,ID2161,,,"20,000",0,0,0,,no,yes,
Lodji Hijau ,ID2162,,,"7,500",0,0,0,,no,yes,
Loes,ID2163,,,"8,000",0,0,0,,no,yes,
Loh Jenawi,ID2164,,,"10,500",0,0,0,,no,yes,
Lois,ID2165,,,"8,000",0,0,0,,no,yes,
Lolipop 1000,ID2166,,,850,0,0,0,,no,yes,
Long Size,ID2167,,,"9,500",0,0,0,,no,yes,
Lossddd,ID2168,,,"8,500",0,0,0,,no,yes,
Lovely 100 ml,ID2169,,,"4,000",0,0,0,,no,yes,
lovely 200 ml,ID2170,,,"7,000",0,0,0,,no,yes,
loyal,ID2171,,,"9,000",0,0,0,,no,yes,
Lucky Strike,ID2172,,,"26,500",0,0,0,,no,yes,
Luk Cair,ID2173,,,"2,500",0,0,0,,no,yes,
Lik Cair 250 ml,ID2174,,,"15,500",0,0,0,,no,yes,
Lukman,ID2175,,,"9,000",0,0,0,,no,yes,
Lucky Strike,ID2176,,,"28,400",0,0,0,,no,yes,
Lucky Strik Biru,ID2177,,,"29,200",0,0,0,,no,yes,
Lucky Strike Bol 12,ID2178,,,"18,500",0,0,0,,no,yes,
Lumbung Emas,ID2179,,,"7,000",0,0,0,,no,yes,
Luwak Botol,ID2180,,,"4,800",0,0,0,,no,yes,
Luwak Hitam 1 ds,ID2181,,,"150,000",0,0,0,,no,yes,
Luwak kopi + Gula Hitam,ID2182,,,925,0,0,0,,no,yes,
Kuwak Tarik Malaka,ID2183,,,"1,400",0,0,0,,no,yes,
Luwak White Coffee 1 ds,ID2184,,,"165,000",0,0,0,,no,yes,
Luwak White Coffee,ID2185,,,"1,400",0,0,0,,no,yes,
Lux cair 250 ml,ID2186,,,"15,500",0,0,0,,no,yes,
lux cair,ID2187,,,"2,500",0,0,0,,no,yes,
lux cair 450 ml,ID2188,,,"23,000",0,0,0,,no,yes,
lux cair 85 ml,ID2189,,,"4,000",0,0,0,,no,yes,
luxio,ID2190,,,"8,500",0,0,0,,no,yes,
luxio 20,ID2191,,,"10,000",0,0,0,,no,yes,
lx bol,ID2192,,,"17,500",0,0,0,,no,yes,
M 150,ID2193,,,"3,500",0,0,0,,no,yes,
M Agold,ID2194,,,"58,250",0,0,0,,no,yes,
M Amer,ID2195,,,"54,600",0,0,0,,no,yes,
M Arak,ID2196,,,"13,000",0,0,0,,no,yes,
M Bintang,ID2197,,,"31,700",0,0,0,,no,yes,
M draf,ID2198,,,"24,600",0,0,0,,no,yes,
M Fitri Botol 900,ID2199,,,"14,500",0,0,0,,no,yes,
M Kawa,ID2200,,,"26,700",0,0,0,,no,yes,
M Singaraja,ID2201,,,"18,350",0,0,0,,no,yes,
M Sweet 1 ds,ID2202,,,"19,000",0,0,0,,no,yes,
Madu Kurma,ID2203,,,"19,000",0,0,0,,no,yes,
Madu Tj,ID2204,,,833,0,0,0,,no,yes,
Madurasa 20 g,ID2205,,,833,0,0,0,,no,yes,
Maestro,ID2206,,,"4,500",0,0,0,,no,yes,
Magig,ID2207,,,433,0,0,0,,no,yes,
Magnum Bintang,ID2208,,,"23,000",0,0,0,,no,yes,
Magnum Bintang Eceran,ID2209,,,"1,850",0,0,0,,no,yes,
Magnum Classic,ID2210,,,"17,350",0,0,0,,no,yes,
magnum F Eceran,ID2211,,,"2,084",0,0,0,,no,yes,
Magnum Filter,ID2212,,,"25,000",0,0,0,,no,yes,
Magnum Kretek,ID2213,,,"16,400",0,0,0,,no,yes,
Magnum Kretek Coklat,ID2214,,,"12,700",0,0,0,,no,yes,
Magnum Kretek Eceran,ID2215,,,"1,368",0,0,0,,no,yes,
Magnum Max 1 bal,ID2216,,,"2,600,000",0,0,0,,no,yes,
magnum Max 12,ID2217,,,"16,300",0,0,0,,no,yes,
Magnum Max 20,ID2218,,,"26,300",0,0,0,,no,yes,
Magnum Max Eceran,ID2219,,,"1,260",0,0,0,,no,yes,
Magnum Mil 16,ID2220,,,"27,100",0,0,0,,no,yes,
Magnum mil 20,ID2221,,,"31,000",0,0,0,,no,yes,
Manhit,ID2222,,,"16,000",0,0,0,,no,yes,
Mainan 1000,ID2223,,,800,0,0,0,,no,yes,
Mainan 2000,ID2224,,,"1,500",0,0,0,,no,yes,
Mainan 3000,ID2225,,,"2,500",0,0,0,,no,yes,
Mainan 5000,ID2226,,,"4,000",0,0,0,,no,yes,
Maitos,ID2227,,,"12,000",0,0,0,,no,yes,
Majapahit,ID2228,,,"14,500",0,0,0,,no,yes,
Maju,ID2229,,,"13,800",0,0,0,,no,yes,
Makaroni 1 ds,ID2230,,,"175,000",0,0,0,,no,yes,
Makaroni 1 bal,ID2231,,,"20,000",0,0,0,,no,yes,
Makaroni 2500,ID2232,,,"1,800",0,0,0,,no,yes,
Makaroni usus 12000,ID2233,,,"10,000",0,0,0,,no,yes,
Makayasa,ID2234,,,"8,000",0,0,0,,no,yes,
Makna 12,ID2235,,,"8,500",0,0,0,,no,yes,
Malkis 1000 1 ds,ID2236,,,"102,000",0,0,0,,no,yes,
Malkis abon 13000,ID2237,,,"11,000",0,0,0,,no,yes,
Malkis Campur,ID2238,,,"6,000",0,0,0,,no,yes,
Malkis roma 1000 1 pak,ID2239,,,"9,000",0,0,0,,no,yes,
Malkus 1000 1 ds,ID2240,,,"102,000",0,0,0,,no,yes,
Mama lemon 100 ml,ID2241,,,"1,800",0,0,0,,no,yes,
Mama lemon 1000,ID2242,,,900,0,0,0,,no,yes,
Mama lemon 10000,ID2243,,,"8,250",0,0,0,,no,yes,
Mama lemon 2000,ID2244,,,"1,800",0,0,0,,no,yes,
Mama Lemon 230 ml,ID2245,,,"3,500",0,0,0,,no,yes,
Mama Lemon 4000,ID2246,,,"3,500",0,0,0,,no,yes,
Mamam Lemon 680 ml,ID2247,,,"14,000",0,0,0,,no,yes,
Mama Lemon 8000,ID2248,,,"7,000",0,0,0,,no,yes,
Mama Mudaa,ID2249,,,"11,000",0,0,0,,no,yes,
Mama suka 500,ID2250,,,416,0,0,0,,no,yes,
Mam taro,ID2251,,,"8,000",0,0,0,,no,yes,
Mama Balado,ID2252,,,"4,000",0,0,0,,no,yes,
Mami Baru,ID2253,,,"20,200",0,0,0,,no,yes,
Mamy Cantik,ID2254,,,"15,500",0,0,0,,no,yes,
Mamy poko L 12 Rc/ 1ds,ID2255,,,"178,000",0,0,0,,no,yes,
Mamy poko M 12 rc/1ds,ID2256,,,"178,000",0,0,0,,no,yes,
Mamy Poko S M L,ID2257,,,"1,700",0,0,0,,no,yes,
Mamy pokok Xl 12 rc / 1 ds,ID2258,,,"222,000",0,0,0,,no,yes,
Mamypoko L,ID2259,,,"1,700",0,0,0,,no,yes,
Mamy poko M ,ID2260,,,"1,700",0,0,0,,no,yes,
Mamy Poko S,ID2261,,,"1,600",0,0,0,,no,yes,
Mamy Poko Xl,ID2262,,,"2,200",0,0,0,,no,yes,
Mamy poko XXL,ID2263,,,"2,500",0,0,0,,no,yes,
Man Gester Kw,ID2264,,,"12,000",0,0,0,,no,yes,
Man Gester Ori Hitam,ID2265,,,"16,500",0,0,0,,no,yes,
Mangga Gandeng,ID2266,,,"8,000",0,0,0,,no,yes,
Mangga GNS,ID2267,,,"7,000",0,0,0,,no,yes,
Mantega 1/4,ID2268,,,"6,500",0,0,0,,no,yes,
Mantel 10000,ID2269,,,"8,500",0,0,0,,no,yes,
Map,ID2270,,,600,0,0,0,,no,yes,
Marboro Advan,ID2271,,,"23,500",0,0,0,,no,yes,
Marboro Campur,ID2272,,,"49,500",0,0,0,,no,yes,
Marboro Eceran /bj,ID2273,,,"1,950",0,0,0,,no,yes,
Marboro Exclusive,ID2274,,,1,0,0,0,,no,yes,
Marboro Filter Black 12,ID2275,,,"23,200",0,0,0,,no,yes,
Marboro Filter black 20,ID2276,,,"38,000",0,0,0,,no,yes,
Marboro Filter black 16,ID2277,,,"31,400",0,0,0,,no,yes,
Marboro Ice Burst,ID2278,,,"46,100",0,0,0,,no,yes,
Marboro K Eceran ,ID2279,,,800,0,0,0,,no,yes,
Marboro Kretek Biru,ID2280,,,"10,500",0,0,0,,no,yes,
Marboro Kretek Merah,ID2281,,,"11,200",0,0,0,,no,yes,
Marboro Merah,ID2282,,,"46,100",0,0,0,,no,yes,
Marboro Putih,ID2283,,,"46,100",0,0,0,,no,yes,
Marboro Vista,ID2284,,,"34,000",0,0,0,,no,yes,
Marcopolo,ID2285,,,"24,000",0,0,0,,no,yes,
Marcopolo Kretek,ID2286,,,"22,000",0,0,0,,no,yes,
Marcopolo Mild,ID2287,,,"24,500",0,0,0,,no,yes,
Mari susu 115 gram,ID2288,,,"5,350",0,0,0,,no,yes,
Mari susu 8000,ID2289,,,"7,000",0,0,0,,no,yes,
Mari Wejen 11000,ID2290,,,"10,000",0,0,0,,no,yes,
Mari Wejen 26000,ID2291,,,"24,000",0,0,0,,no,yes,
Marimas,ID2292,,,300,0,0,0,,no,yes,
Marina 200 ml,ID2293,,,"6,500",0,0,0,,no,yes,
Marina 335 ml,ID2294,,,"8,500",0,0,0,,no,yes,
Marina 460 ml,ID2295,,,"11,000",0,0,0,,no,yes,
Marina 600 ml,ID2296,,,"21,500",0,0,0,,no,yes,
Marina 95g,ID2297,,,"4,000",0,0,0,,no,yes,
Marinasi,ID2298,,,850,0,0,0,,no,yes,
Marjan,ID2299,,,"21,000",0,0,0,,no,yes,
Martil,ID2300,,,"15,000",0,0,0,,no,yes,
Masada,ID2301,,,"22,300",0,0,0,,no,yes,
Masako 130 gr,ID2302,,,"4,500",0,0,0,,no,yes,
masako 250 gr,ID2303,,,"9,000",0,0,0,,no,yes,
Masako Ayam,ID2304,,,416,0,0,0,,no,yes,
Masako Sapi,ID2305,,,416,0,0,0,,no,yes,
Masker 5000,ID2306,,,"3,500",0,0,0,,no,yes,
Masker Biasa,ID2307,,,500,0,0,0,,no,yes,
Masker Double,ID2308,,,500,0,0,0,,no,yes,
Master Bold,ID2309,,,"18,500",0,0,0,,no,yes,
Matrai,ID2310,,,"10,000",0,0,0,,no,yes,
Matras,ID2311,,,"8,500",0,0,0,,no,yes,
Max tea,ID2312,,,"4,800",0,0,0,,no,yes,
Mayones 100 gr,ID2313,,,"4,000",0,0,0,,no,yes,
Maytea,ID2314,,,"4,800",0,0,0,,no,yes,
Mayumi,ID2315,,,"1,800",0,0,0,,no,yes,
Mazina 150 gr,ID2316,,,"6,000",0,0,0,,no,yes,
Mazina saset,ID2317,,,"1,000",0,0,0,,no,yes,
MBK,ID2318,,,"1,750",0,0,0,,no,yes,
MBK Putih 1 pak,ID2319,,,"21,000",0,0,0,,no,yes,
MBK Silver,ID2320,,,"2,350",0,0,0,,no,yes,
MBS,ID2321,,,"18,000",0,0,0,,no,yes,
MBS Eceran,ID2322,,,"1,500",0,0,0,,no,yes,
MBS Click,ID2323,,,"21,000",0,0,0,,no,yes,
Mefinal,ID2324,,,"2,000",0,0,0,,no,yes,
Mefinal,ID2325,,,"2,500",0,0,0,,no,yes,
Mei 1000,ID2326,,,850,0,0,0,,no,yes,
Mei Burung Darah,ID2327,,,"8,500",0,0,0,,no,yes,
Mei Eko Kecil,ID2328,,,"3,500",0,0,0,,no,yes,
Mei gelas,ID2329,,,"1,300",0,0,0,,no,yes,
Mei Keriing Kokiku,ID2330,,,"4,500",0,0,0,,no,yes,
Mei Lemonillo,ID2331,,,"5,500",0,0,0,,no,yes,
Mei Ote 11000,ID2332,,,"10,000",0,0,0,,no,yes,
Mei Oven,ID2333,,,"2,500",0,0,0,,no,yes,
Mei Telur 3 udang,ID2334,,,"3,000",0,0,0,,no,yes,
Melanta Cair,ID2335,,,"14,000",0,0,0,,no,yes,
Menara,ID2336,,,"14,000",0,0,0,,no,yes,
Mentos  1 pak,ID2337,,,"6,500",0,0,0,,no,yes,
Mentos 2000,ID2338,,,"1,600",0,0,0,,no,yes,
Minyak Kayu Putih 15 ml,ID2339,,,"5,650",0,0,0,,no,yes,
Minyak Kayu Putih 30 ml,ID2340,,,"10,000",0,0,0,,no,yes,
Merid XL,ID2341,,,"2,000",0,0,0,,no,yes,
Meris L,ID2342,,,"1,700",0,0,0,,no,yes,
Meris M,ID2343,,,"1,700",0,0,0,,no,yes,
Meris Xl isi 7,ID2344,,,"15,500",0,0,0,,no,yes,
Meris XL isi 8,ID2345,,,"15,000",0,0,0,,no,yes,
Mery guan Coklat 1 pk,ID2346,,,"21,000",0,0,0,,no,yes,
Mevea Mens,ID2347,,,"12,500",0,0,0,,no,yes,
Mextril,ID2348,,,750,0,0,0,,no,yes,
MI Aci Besar,ID2349,,,"10,000",0,0,0,,no,yes,
Mi Goreng Keju Pedas,ID2350,,,"2,700",0,0,0,,no,yes,
Mi Kenduri,ID2351,,,"10,000",0,0,0,,no,yes,
Micin bio 500,ID2352,,,450,0,0,0,,no,yes,
Mie 1000,ID2353,,,850,0,0,0,,no,yes,
Mie 3 ayam,ID2354,,,"4,000",0,0,0,,no,yes,
Mie 3 ayam 2000,ID2355,,,"1,600",0,0,0,,no,yes,
Mie AA,ID2356,,,"4,500",0,0,0,,no,yes,
Mie Aci,ID2357,,,"7,000",0,0,0,,no,yes,
Mie Baru Mas,ID2358,,,"9,000",0,0,0,,no,yes,
Mie Cap Sendok,ID2359,,,"3,500",0,0,0,,no,yes,
Mie Dara,ID2360,,,"10,000",0,0,0,,no,yes,
Mie Doroku,ID2361,,,"7,650",0,0,0,,no,yes,
Mie Gaga,ID2362,,,"1,800",0,0,0,,no,yes,
Mie Garuda,ID2363,,,"1,800",0,0,0,,no,yes,
Mie Gelas,ID2364,,,850,0,0,0,,no,yes,
Mie Ikan terbang,ID2365,,,"7,000",0,0,0,,no,yes,
Mie Ikan Terbang 9000,ID2366,,,"7,500",0,0,0,,no,yes,
Mie Ikan Terbang Isi 4,ID2367,,,"3,500",0,0,0,,no,yes,
Mie Keju,ID2368,,,"1,500",0,0,0,,no,yes,
Mie Kenduri,ID2369,,,"8,500",0,0,0,,no,yes,
Mie Kriting 5000,ID2370,,,"4,500",0,0,0,,no,yes,
Mie Kriting ,ID2371,,,700,0,0,0,,no,yes,
Mie Lemonilo,ID2372,,,"5,500",0,0,0,,no,yes,
Mie Nabati,ID2373,,,"2,250",0,0,0,,no,yes,
Mie Nikmat 1000,ID2374,,,900,0,0,0,,no,yes,
Mie Sakura,ID2375,,,"1,600",0,0,0,,no,yes,
Mie Sendok 7000,ID2376,,,"6,000",0,0,0,,no,yes,
Mighetti,ID2377,,,"2,800",0,0,0,,no,yes,
Mika 7500,ID2378,,,"6,000",0,0,0,,no,yes,
Mika Donat,ID2379,,,1,0,0,0,,no,yes,
Mika Nasi,ID2380,,,250,0,0,0,,no,yes,
Miki 5000,ID2381,,,"4,000",0,0,0,,no,yes,
Miki mo,ID2382,,,"1,500",0,0,0,,no,yes,
Mila Mas,ID2383,,,"6,500",0,0,0,,no,yes,
Milde,ID2384,,,"9,000",0,0,0,,no,yes,
Milde Exclusive,ID2385,,,"7,500",0,0,0,,no,yes,
Milk Brand 500 g,ID2386,,,"11,000",0,0,0,,no,yes,
Milkido,ID2387,,,"2,750",0,0,0,,no,yes,
Milk Jus,ID2388,,,"1,000",0,0,0,,no,yes,
Milkido 1 pak,ID2389,,,"33,000",0,0,0,,no,yes,
Milku 1 pak,ID2390,,,"35,000",0,0,0,,no,yes,
Milku 200 ml,ID2391,,,"2,920",0,0,0,,no,yes,
Milkuat 2000,ID2392,,,"1,500",0,0,0,,no,yes,
Milky 115 ml,ID2393,,,"2,500",0,0,0,,no,yes,
Milo 22 grm,ID2394,,,"1,800",0,0,0,,no,yes,
Milo 35 gr,ID2395,,,"3,800",0,0,0,,no,yes,
Milo Kaleng,ID2396,,,"6,500",0,0,0,,no,yes,
Milo Kotak 110 1ds,ID2397,,,"90,000",0,0,0,,no,yes,
Milo Kotak 110 ml,ID2398,,,"2,500",0,0,0,,no,yes,
Milos,ID2399,,,"11,000",0,0,0,,no,yes,
Minak Jinggo,ID2400,,,"9,800",0,0,0,,no,yes,
Minak Jinggo rempah,ID2401,,,"9,000",0,0,0,,no,yes,
Minico Creim,ID2402,,,"7,000",0,0,0,,no,yes,
Minuman 1000 campur,ID2403,,,825,0,0,0,,no,yes,
Minuman 1500,ID2404,,,"1,250",0,0,0,,no,yes,
Minuman 2000,ID2405,,,"1,375",0,0,0,,no,yes,
Minute Maid pulpy 300 ml,ID2406,,,"4,125",0,0,0,,no,yes,
Minyak Cap kapak 10 ml,ID2407,,,"12,500",0,0,0,,no,yes,
Minyak 1 botol,ID2408,,,"13,500",0,0,0,,no,yes,
Minyak 1 liter,ID2409,,,"18,000",0,0,0,,no,yes,
minyak 500,ID2410,,,"8,900",0,0,0,,no,yes,
Minyak Anging Lang K,ID2411,,,"5,500",0,0,0,,no,yes,
Minyak Botol 1 L,ID2412,,,"15,000",0,0,0,,no,yes,
Minyak Botol 250,ID2413,,,"4,300",0,0,0,,no,yes,
minyak botol 400,ID2414,,,"7,700",0,0,0,,no,yes,
minyak botol 850,ID2415,,,"14,500",0,0,0,,no,yes,
Minyak Botol kita 1 L,ID2416,,,"14,500",0,0,0,,no,yes,
Minyak Botol T,ID2417,,,"7,000",0,0,0,,no,yes,
Minyak Curah,ID2418,,,"17,300",0,0,0,,no,yes,
Minyak Curah 1/2,ID2419,,,"8,750",0,0,0,,no,yes,
Minyak curah 1/4,ID2420,,,"3,750",0,0,0,,no,yes,
minyak curah 1 lt 9,ID2421,,,"9,000",0,0,0,,no,yes,
minyak curah botol,ID2422,,,"7,000",0,0,0,,no,yes,
minyak curah botol aqua 600,ID2423,,,"8,500",0,0,0,,no,yes,
Minyak curah botol bsr,ID2424,,,"23,000",0,0,0,,no,yes,
minyak curah botol pucuk,ID2425,,,"4,000",0,0,0,,no,yes,
minyak cussen,ID2426,,,"9,000",0,0,0,,no,yes,
minyak fetta 450,ID2427,,,"7,750",0,0,0,,no,yes,
Minyak Fortun,ID2428,,,"18,000",0,0,0,,no,yes,
Minyak Fraiswei 500 ml,ID2429,,,"8,400",0,0,0,,no,yes,
minyak Ganda pura B,ID2430,,,"10,500",0,0,0,,no,yes,
Minyak Ganda Pura Kecil,ID2431,,,"8,000",0,0,0,,no,yes,
Minyak Gelas,ID2432,,,"4,000",0,0,0,,no,yes,
Minyak Goreng 250 ,ID2433,,,"4,000",0,0,0,,no,yes,
Minyak Goreng 2 L,ID2434,,,"38,000",0,0,0,,no,yes,
Minyak Goreng saset 1000,ID2435,,,900,0,0,0,,no,yes,
Minyak Gosok,ID2436,,,"16,000",0,0,0,,no,yes,
Minyak Gr 1800,ID2437,,,"29,500",0,0,0,,no,yes,
Minya gr 900,ID2438,,,"14,800",0,0,0,,no,yes,
Minyak Kapak 3 ml,ID2439,,,"5,500",0,0,0,,no,yes,
Minyak Kapal 10 ml,ID2440,,,"12,500",0,0,0,,no,yes,
minyak Kayu Putih 15 ml,ID2441,,,"5,500",0,0,0,,no,yes,
minyak kayu putih 30 ml,ID2442,,,"9,500",0,0,0,,no,yes,
minyak kayu putih 60 ml,ID2443,,,"19,350",0,0,0,,no,yes,
minyak kita 10000,ID2444,,,"8,500",0,0,0,,no,yes,
minyak kita 1 L,ID2445,,,"15,850",0,0,0,,no,yes,
minyak kita 2L,ID2446,,,"31,500",0,0,0,,no,yes,
Minyak Orang Aring 90 ml,ID2447,,,"7,500",0,0,0,,no,yes,
Minyak Pocelle 150 ml,ID2448,,,"15,000",0,0,0,,no,yes,
minyak pucelle,ID2449,,,"15,000",0,0,0,,no,yes,
minyak rambut kemiri 100 gr,ID2450,,,"8,000",0,0,0,,no,yes,
Minyak Resto 180 ml,ID2451,,,"3,850",0,0,0,,no,yes,
Minyak Resto 1L,ID2452,,,"14,850",0,0,0,,no,yes,
Minyak Rsto 360 ,ID2453,,,"7,000",0,0,0,,no,yes,
Minyak Rusi,ID2454,,,"8,500",0,0,0,,no,yes,
Minyak saset 1000,ID2455,,,850,0,0,0,,no,yes,
Minyak Tanah 1 L,ID2456,,,"8,000",0,0,0,,no,yes,
Minyak Tawon,ID2457,,,"19,500",0,0,0,,no,yes,
Minyak tawon 60 ml,ID2458,,,"46,500",0,0,0,,no,yes,
Minyak Telon Gajah,ID2459,,,"9,500",0,0,0,,no,yes,
Minyak Telon My baby 60 ml,ID2460,,,"14,500",0,0,0,,no,yes,
Minyak Tropical 1 L,ID2461,,,"16,000",0,0,0,,no,yes,
Minyak Wangi Non Alkohol,ID2462,,,"4,000",0,0,0,,no,yes,
Minyak Wijan,ID2463,,,"6,500",0,0,0,,no,yes,
Minyak Zaitun K,ID2464,,,"9,000",0,0,0,,no,yes,
Miranda,ID2465,,,"11,000",0,0,0,,no,yes,
Miranda Besar,ID2466,,,"14,000",0,0,0,,no,yes,
Misis 1 Kl,ID2467,,,"32,000",0,0,0,,no,yes,
Misis 5000,ID2468,,,"4,000",0,0,0,,no,yes,
Misis Safari 100 gr,ID2469,,,"4,500",0,0,0,,no,yes,
Misis 1/2,ID2470,,,"16,000",0,0,0,,no,yes,
Misis 1/4,ID2471,,,"8,000",0,0,0,,no,yes,
Mita Garuda 600  ml,ID2472,,,"32,000",0,0,0,,no,yes,
mitra,ID2473,,,"13,500",0,0,0,,no,yes,
Miwon 250 gr,ID2474,,,"10,500",0,0,0,,no,yes,
Mixaden,ID2475,,,625,0,0,0,,no,yes,
Mixagrib,ID2476,,,625,0,0,0,,no,yes,
Mixagrib Cair,ID2477,,,"3,000",0,0,0,,no,yes,
Mizon 1 pak,ID2478,,,"46,000",0,0,0,,no,yes,
Mizone,ID2479,,,"3,600",0,0,0,,no,yes,
MK,ID2480,,,"9,000",0,0,0,,no,yes,
MLD 12,ID2481,,,"21,500",0,0,0,,no,yes,
Mid Fres 16,ID2482,,,"27,500",0,0,0,,no,yes,
Mid Putih 16,ID2483,,,"30,300",0,0,0,,no,yes,
Mlinjo coklat/kretek,ID2484,,,"8,000",0,0,0,,no,yes,
Mlinjo Filter,ID2485,,,"15,600",0,0,0,,no,yes,
Mlinjo Merah,ID2486,,,"8,000",0,0,0,,no,yes,
Mls Black Series 12,ID2487,,,"21,200",0,0,0,,no,yes,
Moden Berry,ID2488,,,"25,500",0,0,0,,no,yes,
Moden Merah,ID2489,,,"23,800",0,0,0,,no,yes,
Mogu mogu,ID2490,,,"8,500",0,0,0,,no,yes,
Moko moko xl,ID2491,,,"5,500",0,0,0,,no,yes,
Moko2 uk L isi 3,ID2492,,,"5,000",0,0,0,,no,yes,
Moko2 uk L sm,ID2493,,,"1,800",0,0,0,,no,yes,
Molto 1000,ID2494,,,833,0,0,0,,no,yes,
Molto 2000,ID2495,,,"1,700",0,0,0,,no,yes,
Molto 280 ml,ID2496,,,"6,500",0,0,0,,no,yes,
Molto 500,ID2497,,,416,0,0,0,,no,yes,
Molto 5000,ID2498,,,"4,300",0,0,0,,no,yes,
Molto 780,ID2499,,,"16,000",0,0,0,,no,yes,
Molto trika 400 ml,ID2500,,,"8,500",0,0,0,,no,yes,
Momogi,ID2501,,,"9,000",0,0,0,,no,yes,
mode kuning 5000,ID2502,,,"4,500",0,0,0,,no,yes,
Montis Trevel,ID2503,,,"2,000",0,0,0,,no,yes,
mountop gelas,ID2504,,,"13,500",0,0,0,,no,yes,
Mover Gold,ID2505,,,"15,500",0,0,0,,no,yes,
Movil bol,ID2506,,,"21,000",0,0,0,,no,yes,
MR,ID2507,,,"9,800",0,0,0,,no,yes,
Mr Bron bol 12,ID2508,,,"15,900",0,0,0,,no,yes,
Mr Jusy ,ID2509,,,"1,500",0,0,0,,no,yes,
Mudem 20,ID2510,,,"25,000",0,0,0,,no,yes,
Munjo filter,ID2511,,,1,0,0,0,,no,yes,
Munjo Merah,ID2512,,,1,0,0,0,,no,yes,
Mustang,ID2513,,,"16,000",0,0,0,,no,yes,
Mustang Eceran,ID2514,,,"1,000",0,0,0,,no,yes,
Mustika,ID2515,,,"11,000",0,0,0,,no,yes,
Mustika,ID2516,,,"7,500",0,0,0,,no,yes,
Mustika Eceran,ID2517,,,850,0,0,0,,no,yes,
Mutiara,ID2518,,,"4,000",0,0,0,,no,yes,
Muxis,ID2519,,,1,0,0,0,,no,yes,
Muza,ID2520,,,"14,500",0,0,0,,no,yes,
mybaby,ID2521,,,"3,000",0,0,0,,no,yes,
My baby 100 g,ID2522,,,"6,000",0,0,0,,no,yes,
mybaby 150 g,ID2523,,,"7,500",0,0,0,,no,yes,
my baby 250 g,ID2524,,,"13,500",0,0,0,,no,yes,
my baby 50 gr,ID2525,,,"3,000",0,0,0,,no,yes,
my jambu,ID2526,,,"9,000",0,0,0,,no,yes,
my tea,ID2527,,,"4,800",0,0,0,,no,yes,
mylanta,ID2528,,,650,0,0,0,,no,yes,
mylanta cair 50 ml,ID2529,,,"14,500",0,0,0,,no,yes,
nabati 1000,ID2530,,,900,0,0,0,,no,yes,
nabati 1 ds,ID2531,,,"93,000",0,0,0,,no,yes,
nabati 2000,ID2532,,,"1,700",0,0,0,,no,yes,
nabati 500 1 pak,ID2533,,,"9,000",0,0,0,,no,yes,
nabati 5000,ID2534,,,"4,500",0,0,0,,no,yes,
nahkoda,ID2535,,,"9,000",0,0,0,,no,yes,
Napacin,ID2536,,,625,0,0,0,,no,yes,
Naraya,ID2537,,,"6,000",0,0,0,,no,yes,
Naspro,ID2538,,,625,0,0,0,,no,yes,
Nation Bold,ID2539,,,"23,500",0,0,0,,no,yes,
Nation Line,ID2540,,,"21,000",0,0,0,,no,yes,
natural boy,ID2541,,,1,0,0,0,,no,yes,
nb Coklat,ID2542,,,"7,000",0,0,0,,no,yes,
nb coklat,ID2543,,,"13,600",0,0,0,,no,yes,
Neo Café,ID2544,,,900,0,0,0,,no,yes,
neo greentea,ID2545,,,"4,800",0,0,0,,no,yes,
neo mild,ID2546,,,"17,000",0,0,0,,no,yes,
neo normal,ID2547,,,"12,500",0,0,0,,no,yes,
neoralgin,ID2548,,,900,0,0,0,,no,yes,
neozep,ID2549,,,500,0,0,0,,no,yes,
nescafe 2gr,ID2550,,,"1,600",0,0,0,,no,yes,
nesfcafe kaleng,ID2551,,,"6,500",0,0,0,,no,yes,
neslet campur,ID2552,,,"20,500",0,0,0,,no,yes,
neslet max 12,ID2553,,,"15,500",0,0,0,,no,yes,
neslet max 20,ID2554,,,"24,500",0,0,0,,no,yes,
nestlet hitam,ID2555,,,"20,500",0,0,0,,no,yes,
neslet mentol,ID2556,,,"19,000",0,0,0,,no,yes,
netlet 600 eceran,ID2557,,,"1,050",0,0,0,,no,yes,
nestlite putih,ID2558,,,"19,000",0,0,0,,no,yes,
nevea col sst,ID2559,,,"2,250",0,0,0,,no,yes,
nevea 180 ml,ID2560,,,"30,000",0,0,0,,no,yes,
nevea min 50 ml,ID2561,,,"17,000",0,0,0,,no,yes,
new berlin,ID2562,,,"19,000",0,0,0,,no,yes,
new castle 16,ID2563,,,"10,000",0,0,0,,no,yes,
new castle 20,ID2564,,,"11,000",0,0,0,,no,yes,
new normal,ID2565,,,"12,200",0,0,0,,no,yes,
new sybarin,ID2566,,,"1,500",0,0,0,,no,yes,
